id,file_uri,file_local_enumeration,tuning,tstart,signal_frequency,signal_drift_rate,signal_snr,start_channel,signal_power,signal_incoherent_power
900273987,/mnt/cosmic-storage-2/data1/vla_target/23A-362.sb43789194.eb44583327.60212.544836180554/23A-362.sb43789194.eb44583327.60212.544836180554.9.1/23A-362.sb43789194.eb44583327.60212.544836180554.9.1.BD.C64.0000.raw.seticore.hits,27,BD,60212.56062466325,42314.09374309157,0.0,16.09120750427246,402643,151706238976.0,151706238976.0
900274263,/mnt/cosmic-storage-2/data1/vla_target/23A-362.sb43789194.eb44583327.60212.544836180554/23A-362.sb43789194.eb44583327.60212.544836180554.9.1/23A-362.sb43789194.eb44583327.60212.544836180554.9.1.BD.C608.0000.raw.seticore.hits,144,BD,60212.56062466325,42888.610384708394,0.0,23.101804733276367,149224,1042989318144.0,1042989318144.0
900273235,/mnt/cosmic-storage-2/data1/vla_target/23A-362.sb43789194.eb44583327.60212.544836180554/23A-362.sb43789194.eb44583327.60212.544836180554.9.1/23A-362.sb43789194.eb44583327.60212.544836180554.9.1.AC.C704.0000.raw.seticore.hits,45,AC,60212.56062466325,43255.67547405475,0.0,80.7459716796875,161808,3683358343168.0,3683358343168.0
900274647,/mnt/cosmic-storage-2/data1/vla_target/23A-362.sb43789194.eb44583327.60212.544836180554/23A-362.sb43789194.eb44583327.60212.544836180554.9.1/23A-362.sb43789194.eb44583327.60212.544836180554.9.1.BD.C704.0000.raw.seticore.hits,44,BD,60212.56062466325,42953.53483462905,0.0,134.91400146484375,109614,5428894236672.0,5428894236672.0
900273361,/mnt/cosmic-storage-2/data1/vla_target/23A-362.sb43789194.eb44583327.60212.544836180554/23A-362.sb43789194.eb44583327.60212.544836180554.9.1/23A-362.sb43789194.eb44583327.60212.544836180554.9.1.AC.C384.0000.raw.seticore.hits,86,AC,60212.56062466325,42967.06785000079,0.0,18.49834632873535,367526,1303364763648.0,1335361011712.0
900275719,/mnt/cosmic-storage-2/data1/vla_target/23A-362.sb43789194.eb44583327.60212.544836180554/23A-362.sb43789194.eb44583327.60212.544836180554.9.1/23A-362.sb43789194.eb44583327.60212.544836180554.9.1.AC.C512.0000.raw.seticore.hits,64,AC,60212.56062466325,43078.967834360534,-47.05119257171949,8.205252647399902,314895,509720068096.0,225253163008.0
900275298,/mnt/cosmic-storage-2/data1/vla_target/23A-362.sb43789194.eb44583327.60212.544836180554/23A-362.sb43789194.eb44583327.60212.544836180554.9.1/23A-362.sb43789194.eb44583327.60212.544836180554.9.1.BD.C576.0000.raw.seticore.hits,104,BD,60212.56062466325,42841.505373722066,0.0,23.419511795043945,94168,1097337733120.0,1051273068544.0
900275490,/mnt/cosmic-storage-2/data1/vla_target/23A-362.sb43789194.eb44583327.60212.544836180554/23A-362.sb43789194.eb44583327.60212.544836180554.9.1/23A-362.sb43789194.eb44583327.60212.544836180554.9.1.BD.C352.0000.raw.seticore.hits,77,BD,60212.56062466325,42633.03734088515,0.0,159.756591796875,373072,5794442510336.0,5794442510336.0
900276021,/mnt/cosmic-storage-2/data1/vla_target/23A-362.sb43789194.eb44583327.60212.544836180554/23A-362.sb43789194.eb44583327.60212.544836180554.9.1/23A-362.sb43789194.eb44583327.60212.544836180554.9.1.BD.C224.0000.raw.seticore.hits,15,BD,60212.56062466325,42505.235802417745,0.0,20.603784561157227,477123,748028166144.0,827852259328.0
900274418,/mnt/cosmic-storage-2/data1/vla_target/23A-362.sb43789194.eb44583327.60212.544836180554/23A-362.sb43789194.eb44583327.60212.544836180554.9.1/23A-362.sb43789194.eb44583327.60212.544836180554.9.1.BD.C672.0000.raw.seticore.hits,37,BD,60212.56062466325,42921.55723453139,0.0,22.54322052001953,121358,1076525268992.0,1076525268992.0
900274795,/mnt/cosmic-storage-2/data1/vla_target/23A-362.sb43789194.eb44583327.60212.544836180554/23A-362.sb43789194.eb44583327.60212.544836180554.9.1/23A-362.sb43789194.eb44583327.60212.544836180554.9.1.BD.C640.0000.raw.seticore.hits,94,BD,60212.56062466325,42889.64333987807,0.24253192047278088,35.304771423339844,166502,1485074595840.0,1485074595840.0
900275611,/mnt/cosmic-storage-2/data1/vla_target/23A-362.sb43789194.eb44583327.60212.544836180554/23A-362.sb43789194.eb44583327.60212.544836180554.9.1/23A-362.sb43789194.eb44583327.60212.544836180554.9.1.BD.C320.0000.raw.seticore.hits,39,BD,60212.56062466325,42569.67473483657,0.0,94.90986633300781,182962,2784102449152.0,2784102449152.0
900274461,/mnt/cosmic-storage-2/data1/vla_target/23A-362.sb43789194.eb44583327.60212.544836180554/23A-362.sb43789194.eb44583327.60212.544836180554.9.1/23A-362.sb43789194.eb44583327.60212.544836180554.9.1.BD.C672.0000.raw.seticore.hits,80,BD,60212.56062466325,42952.331883197774,0.0,9.692276954650879,3209,577395752960.0,577395752960.0
900273938,/mnt/cosmic-storage-2/data1/vla_target/23A-362.sb43789194.eb44583327.60212.544836180554/23A-362.sb43789194.eb44583327.60212.544836180554.9.1/23A-362.sb43789194.eb44583327.60212.544836180554.9.1.AC.C768.0000.raw.seticore.hits,78,AC,60212.56062466325,43350.56727970355,0.0,9.436453819274902,105083,699014840320.0,587157667840.0
900273193,/mnt/cosmic-storage-2/data1/vla_target/23A-362.sb43789194.eb44583327.60212.544836180554/23A-362.sb43789194.eb44583327.60212.544836180554.9.1/23A-362.sb43789194.eb44583327.60212.544836180554.9.1.AC.C704.0000.raw.seticore.hits,3,AC,60212.56062466325,43256.36075199359,0.0,47.151554107666016,521091,2510425686016.0,2619808940032.0
900275917,/mnt/cosmic-storage-2/data1/vla_target/23A-362.sb43789194.eb44583327.60212.544836180554/23A-362.sb43789194.eb44583327.60212.544836180554.9.1/23A-362.sb43789194.eb44583327.60212.544836180554.9.1.AC.C576.0000.raw.seticore.hits,8,AC,60212.56062466325,43127.722200281554,0.0,1467.5452880859375,186306,56553696657408.0,56873424257024.0
900273820,/mnt/cosmic-storage-2/data1/vla_target/23A-362.sb43789194.eb44583327.60212.544836180554/23A-362.sb43789194.eb44583327.60212.544836180554.9.1/23A-362.sb43789194.eb44583327.60212.544836180554.9.1.BD.C544.0000.raw.seticore.hits,93,BD,60212.56062466325,42824.50538325881,0.0,15.440228462219238,94173,771098279936.0,720909893632.0
900273973,/mnt/cosmic-storage-2/data1/vla_target/23A-362.sb43789194.eb44583327.60212.544836180554/23A-362.sb43789194.eb44583327.60212.544836180554.9.1/23A-362.sb43789194.eb44583327.60212.544836180554.9.1.BD.C64.0000.raw.seticore.hits,13,BD,60212.56062466325,42313.63438678359,0.0,53.170143127441406,161808,470785228800.0,512061177856.0
900274045,/mnt/cosmic-storage-2/data1/vla_target/23A-362.sb43789194.eb44583327.60212.544836180554/23A-362.sb43789194.eb44583327.60212.544836180554.9.1/23A-362.sb43789194.eb44583327.60212.544836180554.9.1.BD.C288.0000.raw.seticore.hits,18,BD,60212.56062466325,42537.473454242696,0.0,120.35350036621094,77433,3984649093120.0,4337930338304.0
900273519,/mnt/cosmic-storage-2/data1/vla_target/23A-362.sb43789194.eb44583327.60212.544836180554/23A-362.sb43789194.eb44583327.60212.544836180554.9.1/23A-362.sb43789194.eb44583327.60212.544836180554.9.1.AC.C544.0000.raw.seticore.hits,53,AC,60212.56062466325,43123.83021343463,29.103830456733707,8.45808219909668,242936,472517541888.0,211637485568.0
900273903,/mnt/cosmic-storage-2/data1/vla_target/23A-362.sb43789194.eb44583327.60212.544836180554/23A-362.sb43789194.eb44583327.60212.544836180554.9.1/23A-362.sb43789194.eb44583327.60212.544836180554.9.1.AC.C768.0000.raw.seticore.hits,43,AC,60212.56062466325,43319.722200281554,0.0,218.31590270996094,186306,10014341201920.0,10014341201920.0
900274581,/mnt/cosmic-storage-2/data1/vla_target/23A-362.sb43789194.eb44583327.60212.544836180554/23A-362.sb43789194.eb44583327.60212.544836180554.9.1/23A-362.sb43789194.eb44583327.60212.544836180554.9.1.AC.C640.0000.raw.seticore.hits,106,AC,60212.56062466325,43217.89322651141,-22.55546860396862,8.011472702026367,275880,576276267008.0,251872837632.0
900276217,/mnt/cosmic-storage-2/data1/vla_target/23A-362.sb43789194.eb44583327.60212.544836180554/23A-362.sb43789194.eb44583327.60212.544836180554.9.1/23A-362.sb43789194.eb44583327.60212.544836180554.9.1.AC.C800.0000.raw.seticore.hits,32,AC,60212.56062466325,43351.769145853454,0.0,8.499693870544434,210919,613277564928.0,613277564928.0
900274407,/mnt/cosmic-storage-2/data1/vla_target/23A-362.sb43789194.eb44583327.60212.544836180554/23A-362.sb43789194.eb44583327.60212.544836180554.9.1/23A-362.sb43789194.eb44583327.60212.544836180554.9.1.BD.C672.0000.raw.seticore.hits,26,BD,60212.56062466325,42922.31355739211,0.0,39.14978790283203,517889,1725342941184.0,1725342941184.0
900274741,/mnt/cosmic-storage-2/data1/vla_target/23A-362.sb43789194.eb44583327.60212.544836180554/23A-362.sb43789194.eb44583327.60212.544836180554.9.1/23A-362.sb43789194.eb44583327.60212.544836180554.9.1.BD.C640.0000.raw.seticore.hits,40,BD,60212.56062466325,42889.610384708394,0.0,6850.05517578125,149224,288018762039296.0,288226665299968.0
900273986,/mnt/cosmic-storage-2/data1/vla_target/23A-362.sb43789194.eb44583327.60212.544836180554/23A-362.sb43789194.eb44583327.60212.544836180554.9.1/23A-362.sb43789194.eb44583327.60212.544836180554.9.1.BD.C64.0000.raw.seticore.hits,26,BD,60212.56062466325,42314.12568164443,0.0,10.946714401245117,419388,114727919616.0,114727919616.0
900275475,/mnt/cosmic-storage-2/data1/vla_target/23A-362.sb43789194.eb44583327.60212.544836180554/23A-362.sb43789194.eb44583327.60212.544836180554.9.1/23A-362.sb43789194.eb44583327.60212.544836180554.9.1.BD.C352.0000.raw.seticore.hits,62,BD,60212.56062466325,42632.55461383437,0.24253192047278088,9.564376831054688,119984,548402462720.0,520857845760.0
900275761,/mnt/cosmic-storage-2/data1/vla_target/23A-362.sb43789194.eb44583327.60212.544836180554/23A-362.sb43789194.eb44583327.60212.544836180554.9.1/23A-362.sb43789194.eb44583327.60212.544836180554.9.1.AC.C416.0000.raw.seticore.hits,22,AC,60212.56062466325,42967.79166973346,0.0,18.650487899780273,222728,1196423380992.0,1196423380992.0
900275835,/mnt/cosmic-storage-2/data1/vla_target/23A-362.sb43789194.eb44583327.60212.544836180554/23A-362.sb43789194.eb44583327.60212.544836180554.9.1/23A-362.sb43789194.eb44583327.60212.544836180554.9.1.AC.C736.0000.raw.seticore.hits,20,AC,60212.56062466325,43287.74216831439,0.24253192047278088,28.843626022338867,196775,1724221882368.0,1718910976000.0
900276357,/mnt/cosmic-storage-2/data1/vla_target/23A-362.sb43789194.eb44583327.60212.544836180554/23A-362.sb43789194.eb44583327.60212.544836180554.9.1/23A-362.sb43789194.eb44583327.60212.544836180554.9.1.AC.C352.0000.raw.seticore.hits,76,AC,60212.56062466325,42935.07842815631,0.0,124.95870208740234,373072,6445242253312.0,6445242253312.0
900273971,/mnt/cosmic-storage-2/data1/vla_target/23A-362.sb43789194.eb44583327.60212.544836180554/23A-362.sb43789194.eb44583327.60212.544836180554.9.1/23A-362.sb43789194.eb44583327.60212.544836180554.9.1.BD.C64.0000.raw.seticore.hits,11,BD,60212.56062466325,42313.346390491475,0.0,84.9827651977539,10815,732283207680.0,759852171264.0
900274909,/mnt/cosmic-storage-2/data1/vla_target/23A-362.sb43789194.eb44583327.60212.544836180554/23A-362.sb43789194.eb44583327.60212.544836180554.9.1/23A-362.sb43789194.eb44583327.60212.544836180554.9.1.BD.C480.0000.raw.seticore.hits,12,BD,60212.56062466325,42729.722380405416,0.24253192047278088,24.187562942504883,207942,1212940025856.0,1212940025856.0
900274525,/mnt/cosmic-storage-2/data1/vla_target/23A-362.sb43789194.eb44583327.60212.544836180554/23A-362.sb43789194.eb44583327.60212.544836180554.9.1/23A-362.sb43789194.eb44583327.60212.544836180554.9.1.AC.C640.0000.raw.seticore.hits,50,AC,60212.56062466325,43191.722200281554,0.0,10416.654296875,186306,393351358578688.0,393351358578688.0
900273203,/mnt/cosmic-storage-2/data1/vla_target/23A-362.sb43789194.eb44583327.60212.544836180554/23A-362.sb43789194.eb44583327.60212.544836180554.9.1/23A-362.sb43789194.eb44583327.60212.544836180554.9.1.AC.C704.0000.raw.seticore.hits,13,AC,60212.56062466325,43255.71294773334,0.0,14.525713920593262,181455,912702636032.0,807177814016.0
900276264,/mnt/cosmic-storage-2/data1/vla_target/23A-362.sb43789194.eb44583327.60212.544836180554/23A-362.sb43789194.eb44583327.60212.544836180554.9.1/23A-362.sb43789194.eb44583327.60212.544836180554.9.1.AC.C800.0000.raw.seticore.hits,79,AC,60212.56062466325,43383.11676967853,-0.24253192047278088,16.072689056396484,393173,1038735179776.0,1038735179776.0
900274177,/mnt/cosmic-storage-2/data1/vla_target/23A-362.sb43789194.eb44583327.60212.544836180554/23A-362.sb43789194.eb44583327.60212.544836180554.9.1/23A-362.sb43789194.eb44583327.60212.544836180554.9.1.BD.C608.0000.raw.seticore.hits,58,BD,60212.56062466325,42858.230192905416,0.0,59.77230453491211,474182,2308209377280.0,2308209377280.0
900273445,/mnt/cosmic-storage-2/data1/vla_target/23A-362.sb43789194.eb44583327.60212.544836180554/23A-362.sb43789194.eb44583327.60212.544836180554.9.1/23A-362.sb43789194.eb44583327.60212.544836180554.9.1.AC.C672.0000.raw.seticore.hits,67,AC,60212.56062466325,43254.49670398944,0.0,8.014496803283691,68081,594565988352.0,523009785856.0
900275750,/mnt/cosmic-storage-2/data1/vla_target/23A-362.sb43789194.eb44583327.60212.544836180554/23A-362.sb43789194.eb44583327.60212.544836180554.9.1/23A-362.sb43789194.eb44583327.60212.544836180554.9.1.AC.C416.0000.raw.seticore.hits,11,AC,60212.56062466325,42967.74302280658,0.0,16.102054595947266,197223,1165526564864.0,1058876817408.0
900274944,/mnt/cosmic-storage-2/data1/vla_target/23A-362.sb43789194.eb44583327.60212.544836180554/23A-362.sb43789194.eb44583327.60212.544836180554.9.1/23A-362.sb43789194.eb44583327.60212.544836180554.9.1.BD.C480.0000.raw.seticore.hits,47,BD,60212.56062466325,42761.26155734633,0.0,557.2394409179688,490626,21885148463104.0,21885148463104.0
900273289,/mnt/cosmic-storage-2/data1/vla_target/23A-362.sb43789194.eb44583327.60212.544836180554/23A-362.sb43789194.eb44583327.60212.544836180554.9.1/23A-362.sb43789194.eb44583327.60212.544836180554.9.1.AC.C384.0000.raw.seticore.hits,14,AC,60212.56062466325,42935.79166973346,0.0,9.182052612304688,222728,751894396928.0,885102084096.0
900274267,/mnt/cosmic-storage-2/data1/vla_target/23A-362.sb43789194.eb44583327.60212.544836180554/23A-362.sb43789194.eb44583327.60212.544836180554.9.1/23A-362.sb43789194.eb44583327.60212.544836180554.9.1.BD.C608.0000.raw.seticore.hits,148,BD,60212.56062466325,42888.47937846755,0.0,331.7413635253906,80539,12492455542784.0,12492455542784.0
900275055,/mnt/cosmic-storage-2/data1/vla_target/23A-362.sb43789194.eb44583327.60212.544836180554/23A-362.sb43789194.eb44583327.60212.544836180554.9.1/23A-362.sb43789194.eb44583327.60212.544836180554.9.1.AC.C608.0000.raw.seticore.hits,95,AC,60212.56062466325,43176.81876362079,0.0,15.049103736877441,236933,822839083008.0,817887838208.0
900274847,/mnt/cosmic-storage-2/data1/vla_target/23A-362.sb43789194.eb44583327.60212.544836180554/23A-362.sb43789194.eb44583327.60212.544836180554.9.1/23A-362.sb43789194.eb44583327.60212.544836180554.9.1.AC.C448.0000.raw.seticore.hits,18,AC,60212.56062466325,42999.53874004596,0.0,69.95294189453125,90120,4179315392512.0,4053413134336.0
900274870,/mnt/cosmic-storage-2/data1/vla_target/23A-362.sb43789194.eb44583327.60212.544836180554/23A-362.sb43789194.eb44583327.60212.544836180554.9.1/23A-362.sb43789194.eb44583327.60212.544836180554.9.1.AC.C448.0000.raw.seticore.hits,41,AC,60212.56062466325,42999.59832180255,0.0,41.531070709228516,121358,2299663482880.0,2299663482880.0
900276109,/mnt/cosmic-storage-2/data1/vla_target/23A-362.sb43789194.eb44583327.60212.544836180554/23A-362.sb43789194.eb44583327.60212.544836180554.9.1/23A-362.sb43789194.eb44583327.60212.544836180554.9.1.AC.C576.0000.raw.seticore.hits,169,AC,60212.56062466325,43158.46491039508,0.0,92.73054504394531,51412,3314465374208.0,3314465374208.0
900273265,/mnt/cosmic-storage-2/data1/vla_target/23A-362.sb43789194.eb44583327.60212.544836180554/23A-362.sb43789194.eb44583327.60212.544836180554.9.1/23A-362.sb43789194.eb44583327.60212.544836180554.9.1.AC.C704.0000.raw.seticore.hits,75,AC,60212.56062466325,43287.339887506896,0.0,22.855480194091797,510152,1400909856768.0,1501256744960.0
900274497,/mnt/cosmic-storage-2/data1/vla_target/23A-362.sb43789194.eb44583327.60212.544836180554/23A-362.sb43789194.eb44583327.60212.544836180554.9.1/23A-362.sb43789194.eb44583327.60212.544836180554.9.1.AC.C640.0000.raw.seticore.hits,22,AC,60212.56062466325,43191.54647052997,0.0,3197.6416015625,94173,137985135738880.0,136900757159936.0
900276153,/mnt/cosmic-storage-2/data1/vla_target/23A-362.sb43789194.eb44583327.60212.544836180554/23A-362.sb43789194.eb44583327.60212.544836180554.9.1/23A-362.sb43789194.eb44583327.60212.544836180554.9.1.BD.C448.0000.raw.seticore.hits,42,BD,60212.56062466325,42697.67359233474,0.0,37.1700325012207,182363,1817440944128.0,1817440944128.0
900275235,/mnt/cosmic-storage-2/data1/vla_target/23A-362.sb43789194.eb44583327.60212.544836180554/23A-362.sb43789194.eb44583327.60212.544836180554.9.1/23A-362.sb43789194.eb44583327.60212.544836180554.9.1.BD.C576.0000.raw.seticore.hits,41,BD,60212.56062466325,42825.55723453139,0.0,127.46014404296875,121358,5161023963136.0,5085293707264.0
900273326,/mnt/cosmic-storage-2/data1/vla_target/23A-362.sb43789194.eb44583327.60212.544836180554/23A-362.sb43789194.eb44583327.60212.544836180554.9.1/23A-362.sb43789194.eb44583327.60212.544836180554.9.1.AC.C384.0000.raw.seticore.hits,51,AC,60212.56062466325,42935.78841770404,0.0,283.6551818847656,221023,14320037527552.0,14320037527552.0
900274864,/mnt/cosmic-storage-2/data1/vla_target/23A-362.sb43789194.eb44583327.60212.544836180554/23A-362.sb43789194.eb44583327.60212.544836180554.9.1/23A-362.sb43789194.eb44583327.60212.544836180554.9.1.AC.C448.0000.raw.seticore.hits,35,AC,60212.56062466325,42999.70028675311,0.0,16.516782760620117,174817,1063673004032.0,1063673004032.0
900275413,/mnt/cosmic-storage-2/data1/vla_target/23A-362.sb43789194.eb44583327.60212.544836180554/23A-362.sb43789194.eb44583327.60212.544836180554.9.1/23A-362.sb43789194.eb44583327.60212.544836180554.9.1.BD.C352.0000.raw.seticore.hits,0,BD,60212.56062466325,42601.53483462905,0.0,9.982841491699219,109614,524121341952.0,582405980160.0
900273218,/mnt/cosmic-storage-2/data1/vla_target/23A-362.sb43789194.eb44583327.60212.544836180554/23A-362.sb43789194.eb44583327.60212.544836180554.9.1/23A-362.sb43789194.eb44583327.60212.544836180554.9.1.AC.C704.0000.raw.seticore.hits,28,AC,60212.56062466325,43255.47007358783,0.0,75.18914031982422,54119,3883456790528.0,3826173083648.0
900274216,/mnt/cosmic-storage-2/data1/vla_target/23A-362.sb43789194.eb44583327.60212.544836180554/23A-362.sb43789194.eb44583327.60212.544836180554.9.1/23A-362.sb43789194.eb44583327.60212.544836180554.9.1.BD.C608.0000.raw.seticore.hits,97,BD,60212.56062466325,42886.84730029677,-2.1827872842550278,8.389703750610352,273427,536146116608.0,230412353536.0
900274158,/mnt/cosmic-storage-2/data1/vla_target/23A-362.sb43789194.eb44583327.60212.544836180554/23A-362.sb43789194.eb44583327.60212.544836180554.9.1/23A-362.sb43789194.eb44583327.60212.544836180554.9.1.BD.C608.0000.raw.seticore.hits,39,BD,60212.56062466325,42857.55308414077,0.24253192047278088,1553.3685302734375,119182,63254910992384.0,62341223809024.0
